source_ward_id,source_state,source_lga,source_ward,inec_ward_code,confidence,reason,action
AKSKTE09,Akwa Ibom,Ikot Ekpene,Ikot Ubo / Ikot Ekpene 8,,0.686,no_ward,skipped_no_match
AKSKTE01,Akwa Ibom,Ikot Ekpene,Ikot Abia Idem / Ikot Ekpene 7,,0.585,no_ward,skipped_no_match
OSSION10,Osun,Irepodun,Seriki / Tokede / Elerin C,,0.533,no_ward,skipped_no_match
OSSION03,Osun,Irepodun,Anwo / Elerin B,OS-20-08,0.762,needs_review,skipped_low_confidence
OSSION08,Osun,Irepodun,Oke Eran / Elerin E,,0.640,no_ward,skipped_no_match
OSSION07,Osun,Irepodun,Konda / Bara A,,0.667,no_ward,skipped_no_match
OSSION06,Osun,Irepodun,Eyingbo / Olobu C,,0.636,no_ward,skipped_no_match
OSSION09,Osun,Irepodun,Olobu / Olobu A,,0.700,no_ward,skipped_no_match
KGSKKH05,Kogi,Okehi,Obeiba 2,KO-16-01,0.875,needs_review,loaded
KGSAJK08,Kogi,Igalamela-Odolu,Oforachi 2,KO-08-09,0.900,fuzzy,loaded
KGSAJK07,Kogi,Igalamela-Odolu,Ofarachi 1,KO-08-09,0.800,needs_review,loaded
KGSNDG02,Kogi,Ibaji,Analo,KO-06-09,1.000,exact,loaded
OYSATA05,Oyo,Atiba,Agunpopo 3,OY-03-05,0.900,fuzzy,loaded
KWSLAF10,Kwara,Edu,Tsaragi 3,KW-03-05,0.889,needs_review,loaded
KGSAJK10,Kogi,Igalamela-Odolu,Ubele,KO-08-06,1.000,exact,loaded
KGSKFU09,Kogi,Ofu,Ogbonicha,KO-14-10,1.000,exact,loaded
KGSKFU01,Kogi,Ofu,Alloma / Okula,,0.588,no_ward,skipped_no_match
ABSBND02,Abia,Bende,Alayi 2,,0.400,no_ward,skipped_no_match
EBSSKA05,Ebonyi,Ivo,Amonye / Ihietutu,,0.571,no_ward,skipped_no_match
OGSION05,Ogun,Imeko Afon,Idofa,OG-13-03,1.000,exact,loaded
EBSSKA16,Ebonyi,Ivo,Okue,EB-09-10,1.000,exact,loaded
EDSABD06,Edo,Orhionmwon,Abiokula 1 and 2,,0.643,no_ward,skipped_no_match
LASAON11,Lagos,Amuwo Odofin,Kirikiri and Environ,,0.571,no_ward,skipped_no_match
LASAON06,Lagos,Amuwo Odofin,Ibeshe and Environ,,0.500,no_ward,skipped_no_match
11107,Borno,Gwoza,Hambagda Limankara Jaje,,0.702,no_ward,skipped_no_match
EBSAFK36,Ebonyi,Afikpo North,Uwana A and B,,0.593,no_ward,skipped_no_match
50104,Kebbi,Aleiro,Aliero S Fada 2,KE-01-03,0.778,fuzzy,skipped_low_confidence
OSSINH03,Osun,Ife North,Edunabon 2,OS-15-02,0.900,fuzzy,loaded
50613,Kebbi,Birnin Kebbi,Nassarawa 2,KE-06-01,0.909,fuzzy,loaded
OYSAFO05,Oyo,Afijio,Fiditi 2,OY-01-04,0.875,needs_review,loaded
OSSBOLUW06,Osun,Boluwaduro,Iresi 2,OS-05-09,0.857,needs_review,loaded
ANSKPP02,Anambra,Dunukofia,Ifite Dunu 2,AN-08-02,0.870,needs_review,loaded
OYSATA09,Oyo,Atiba,Asipa 3,OY-03-08,0.800,needs_review,loaded
OSSBOLUW04,Osun,Boluwaduro,Igbajo 3,,0.333,no_ward,skipped_no_match
OYSIWU06,Oyo,Itesiwaju,Okaka 2,OY-17-05,0.857,needs_review,loaded
OSSEDE02,Osun,Egbedore,Ara 2,OS-09-02,0.800,needs_review,loaded
OSSESH02,Osun,Ede South,Alajue 2,OS-08-04,0.875,needs_review,loaded
OSSIWO13,Osun,Iwo,Oke Adan 3,OS-23-08,0.900,fuzzy,loaded
OSSIWO10,Osun,Iwo,Molete 3,OS-23-05,0.875,needs_review,loaded
ABSBND09,Abia,Bende,Item 3,AB-04-06,0.833,needs_review,loaded
OSSIWO03,Osun,Iwo,Gidigbo 3,OS-23-11,0.889,needs_review,loaded
ABSACH03,Abia,Arochukwu,Arochukwu 3,AB-03-05,0.909,fuzzy,loaded
OYSLAU14,Oyo,Lagelu,Oyedeji 3,,0.552,no_ward,skipped_no_match
ABSKWU12,Abia,Ikwuano,Oboro 3,AB-05-05,0.857,needs_review,loaded
ANSACA03,Anambra,Awka North,Achalla 3,AN-06-01,0.889,needs_review,loaded
KGSLAM07,Kogi,Olamaboro,Ogugu,KO-18-03,0.833,needs_review,loaded
ENSUMU15,Enugu,Uzo-Uwani,Ojjor,EN-17-05,0.750,needs_review,skipped_low_confidence
OSSIWO06,Osun,Iwo,Isale Oba 3,OS-23-01,0.909,fuzzy,loaded
ANSAWK03,Anambra,Awka South,Amawbia 3,AN-07-02,0.889,needs_review,loaded
ANSAAH08,Anambra,Anambra East,Nando 3,AN-03-06,0.857,needs_review,loaded
OYSLAU04,Oyo,Lagelu,Lalupon 3,OY-20-07,0.889,needs_review,loaded
OYSIBAN05,Oyo,Ibarapa North,Igangan 3,OY-13-03,0.889,needs_review,loaded
OSSAMW11,Osun,Atakunmosa West,Osu 3,OS-02-01,0.772,needs_review,skipped_low_confidence
OGSIKE07,Ogun,Ikenne,Iperu 3,OG-12-03,0.857,needs_review,loaded
OYSAFO08,Oyo,Afijio,Ilora 3,OY-01-01,0.857,needs_review,loaded
OSSIET09,Osun,Ife East,Okerewe 3,OS-13-04,0.889,needs_review,loaded
OSSILA10,Osun,Ila,Oke Ejigbo 3,,0.700,no_ward,skipped_no_match
ANSAWK16,Anambra,Awka South,Nibo 3,AN-07-14,0.833,needs_review,loaded
ENSJRV15,Enugu,Oji-River,Oji River 3 / Okwe Central,,0.571,no_ward,skipped_no_match
KGSKPA08,Kogi,Ankpa,Enjema 3,KO-03-06,0.875,needs_review,loaded
KGSKPA12,Kogi,Ankpa,Ojoku 3,KO-03-10,0.857,needs_review,loaded
ODSESO03,Ondo,Ese Odo,Apoi 3,ON-07-01,0.833,needs_review,loaded
ANSKPP08,Anambra,Dunukofia,Ukpo 3,AN-08-06,0.833,needs_review,loaded
ANSACA09,Anambra,Awka North,Ebenebe 3,AN-06-07,0.889,needs_review,loaded
OSSIET05,Osun,Ife East,Modakeke 3,OS-13-08,0.900,fuzzy,loaded
LASIUI10,Lagos,Ibeju Lekki,Orimedu 3,LA-09-03,0.889,needs_review,loaded
OGSRMN06,Ogun,Remo North,Isara 3,,0.667,no_ward,skipped_no_match
TRSBBB10,Taraba,Ibi,Sarkin Kudu 3,TA-06-08,0.923,fuzzy,loaded
KGSNDG01,Kogi,Ibaji,Akpanya,KO-06-04,0.857,needs_review,loaded
OGSION10,Ogun,Imeko Afon,Owode,,0.353,no_ward,skipped_no_match
TRSBBB03,Taraba,Ibi,Dampar 3,TA-06-01,0.875,needs_review,loaded
KWSPTG06,Kwara,Pategi,Lade 3,KW-16-08,0.694,needs_review,skipped_low_confidence
KWSLAF03,Kwara,Edu,Lafiagi 3,KW-03-01,0.889,needs_review,loaded
KWSLAF07,Kwara,Edu,Tsonga 3,KW-03-08,0.875,needs_review,loaded
KWSSHA16,Kwara,Ifelodun,Share 3,KW-05-09,0.857,needs_review,loaded
KWSFUF08,Kwara,Ilorin South,Balogun Fulani 3,KW-07-06,0.938,fuzzy,loaded
KWSPTG03,Kwara,Pategi,Kpada 3,KW-16-05,0.714,needs_review,skipped_low_confidence
KWSPTG09,Kwara,Pategi,Pategi 3,KW-16-01,0.625,needs_review,skipped_low_confidence
KWSSHA06,Kwara,Ifelodun,Igbaja 3,KW-05-14,0.875,needs_review,loaded
ANSNKK08,Anambra,Ayamelum,Omor 3,AN-02-06,0.833,needs_review,loaded
ANSHTE09,Anambra,Oyi,Nteje 3,AN-21-05,0.857,needs_review,loaded
KWSSHA10,Kwara,Ifelodun,Oke-Ode 3,KW-05-01,0.889,needs_review,loaded
EKSIEN03,Ekiti,Ise/Orun,Odese 3,,0.588,no_ward,skipped_no_match
EKSIEN08,Ekiti,Ise/Orun,Oraye 3,EK-14-06,0.857,needs_review,loaded
EKSMBA11,Ekiti,Moba,Otun 3,EK-15-01,0.833,needs_review,loaded
EKSGBN10,Ekiti,Gbonyin,Ode 3,EK-07-02,0.800,needs_review,loaded
ANSHTE03,Anambra,Oyi,Awkuzu 3,AN-21-01,0.875,needs_review,loaded
41009,Katsina,Daura,Tudun Wada,KT-10-08,1.000,exact,loaded
IMSETU14,Imo,Ezinihitte,Onicha 3,IM-04-04,0.744,needs_review,skipped_low_confidence
IMSWER05,Imo,Owerri Municipal,Azuzi 3,IM-25-05,0.857,needs_review,loaded
IMSAMG08,Imo,Nwangele,Amaigbo 3,,0.552,no_ward,skipped_no_match
41601,Katsina,Jibia,Bugaje,KT-16-08,1.000,exact,loaded
KN2103,Kano,Kano Municipal,Gandu Albasa,KN-21-03,0.960,fuzzy,loaded
71107,Yobe,Machina,Falimaram,YO-11-04,1.000,exact,loaded
IMSNSA14,Imo,Njaba,Umuaka 3 / Amakor,,0.609,no_ward,skipped_no_match
ANSUMZ17,Anambra,Orumba South,Umunze 3,AN-20-15,0.875,needs_review,loaded
ANSNNE10,Anambra,Nnewi North,Uruagu 3,AN-14-08,0.875,needs_review,loaded
ENSGBO06,Enugu,Igbo-Etiti,Ukehe 3,EN-07-16,0.857,needs_review,loaded
ENSGBO13,Enugu,Igbo-Etiti,Aku 3,EN-07-01,0.800,needs_review,loaded
ENSJRV16,Enugu,Oji-River,Ugwuoba 3,EN-14-05,0.889,needs_review,loaded
ANSJJT07,Anambra,Idemili South,Nnobi 3,AN-11-06,0.857,needs_review,loaded
ENSUWN03,Enugu,Enugu South,Obeagu 3,EN-05-03,0.875,needs_review,loaded
ENSDBR11,Enugu,Aninri,Nnenwe 3 / Emudo / Uhueze,,0.483,no_ward,skipped_no_match
ENSUWN11,Enugu,Enugu South,Achara 3,,0.538,no_ward,skipped_no_match
ENSAGW12,Enugu,Ezeagu,Oghe 3,EN-06-09,0.833,needs_review,loaded
ENSENZ09,Enugu,Igbo-Eze North,Umuozzi 3,EN-08-11,0.889,needs_review,loaded
ENSENZ11,Enugu,Igbo-Eze North,Essodo 3,EN-08-01,0.875,needs_review,loaded
ENSENZ13,Enugu,Igbo-Eze North,Umuitodo 3,EN-08-07,0.900,fuzzy,loaded
ENSENZ14,Enugu,Igbo-Eze North,Umuozzi 8,EN-08-11,0.889,needs_review,loaded
ENSKEM03,Enugu,Isi-Uzo,Eha Amufu 3,EN-10-08,0.800,needs_review,loaded
ANSKPP14,Anambra,Dunukofia,Umunnachi 2,AN-08-13,0.909,fuzzy,loaded
OSSIWO15,Osun,Iwo,Oke Oba 2,OS-23-14,0.889,needs_review,loaded
ENSUMU14,Enugu,Uzo-Uwani,Igga / Asaba,EN-17-01,1.000,exact,loaded
ANSKPP10,Anambra,Dunukofia,Ukwulu 2,AN-08-09,0.875,needs_review,loaded
40108,Katsina,Bakori,Kakumi,KT-01-09,1.000,exact,loaded
ABSKWU15,Abia,Ikwuano,Oloko 2 / Azuiyi,,0.727,no_ward,skipped_no_match
KGSNDG06,Kogi,Ibaji,Odeke,KO-06-01,1.000,exact,loaded
ANSAAH03,Anambra,Anambra East,Enugu-Otu,AN-03-03,0.947,fuzzy,loaded
KN1102,Kano,Doguwa,Dogon Kawo,KN-11-02,1.000,exact,loaded
OYSAFO03,Oyo,Afijio,Awe 2,OY-01-06,0.800,needs_review,loaded
OSSILA09,Osun,Ila,Oke Ejigbo 2,,0.700,no_ward,skipped_no_match
ANSNZM06,Anambra,Anambra West,Olumbanasa 2,AN-04-04,0.846,needs_review,loaded
ENSAGW13,Enugu,Ezeagu,Imezi Owa 1 / Ozom 2,,0.690,no_ward,skipped_no_match
ABSKWU11,Abia,Ikwuano,Oboro 2,AB-05-05,0.857,needs_review,loaded
ABSUMA18,Abia,Umuahia North,Urban 2,,0.545,no_ward,skipped_no_match
OSSISO03,Osun,Isokan,Alapomu 2,OS-22-07,0.842,needs_review,loaded
OYSIBAN10,Oyo,Ibarapa North,Tapa 2,OY-13-09,0.833,needs_review,loaded
OSSAMW04,Osun,Atakunmosa West,Ifewara 2,OS-02-10,0.858,needs_review,loaded
OSSISO05,Osun,Isokan,Awala 2,OS-22-10,0.857,needs_review,loaded
ANSHTE02,Anambra,Oyi,Awkuzu 2,AN-21-01,0.875,needs_review,loaded
OYSATA04,Oyo,Atiba,Agunpopo 2,OY-03-05,0.900,fuzzy,loaded
OSSINH09,Osun,Ife North,Oyere 2,OS-15-09,0.857,needs_review,loaded
ABSBND14,Abia,Bende,Nkpa 2,,0.348,no_ward,skipped_no_match
OSSBOLUW03,Osun,Boluwaduro,Igbajo 2,,0.333,no_ward,skipped_no_match
OYSLAU10,Oyo,Lagelu,Ore 2,,0.364,no_ward,skipped_no_match
OSSISH04,Osun,Ife South,Ikija 2,OS-16-02,0.857,needs_review,loaded
OYSOLE05,Oyo,Orelope,Igbope 2,,0.557,no_ward,skipped_no_match
ANSAAH10,Anambra,Anambra East,Nsugbe 2,AN-03-09,0.875,needs_review,loaded
OYSAFO07,Oyo,Afijio,Ilora 2,OY-01-01,0.857,needs_review,loaded
ABSACH07,Abia,Arochukwu,Eleoha Ihe 2,,0.714,no_ward,skipped_no_match
KN2009,Kano,Kabo,Kanwa,KN-20-09,1.000,exact,loaded
ABSBND05,Abia,Bende,Igbere 2,AB-04-04,0.875,needs_review,loaded
ABSKWU04,Abia,Ikwuano,Ariam 2,AB-05-09,0.833,needs_review,loaded
ABSBND20,Abia,Bende,Uzuakoli 2,AB-04-13,0.889,needs_review,loaded
ANSACA08,Anambra,Awka North,Ebenebe 2,AN-06-07,0.889,needs_review,loaded
OSSAMW10,Osun,Atakunmosa West,Osu 2,OS-02-01,0.772,needs_review,skipped_low_confidence
ABSACH16,Abia,Arochukwu,Ohafor 2,AB-03-03,0.875,needs_review,loaded
ANSNKK10,Anambra,Ayamelum,Umuerum,AN-02-09,0.800,needs_review,loaded
AKSBMT02,Akwa Ibom,Ibiono Ibom,Ikpanya,AK-10-11,1.000,exact,loaded
ANSAWK05,Anambra,Awka South,Awka 7,AN-07-05,0.833,needs_review,loaded
OYSATIB01,Oyo,Atisbo,Ago-Are 2,OY-04-07,0.889,needs_review,loaded
OSSIET04,Osun,Ife East,Modakeke 2,OS-13-08,0.900,fuzzy,loaded
OSSENH10,Osun,Ede North,Sabo Agbengbe 2,OS-07-06,0.867,needs_review,loaded
ABSBND08,Abia,Bende,Item 2,AB-04-06,0.833,needs_review,loaded
ANSNZM10,Anambra,Anambra West,Umueze Anam 2,AN-04-08,0.923,fuzzy,loaded
ANSABN08,Anambra,Njikoka,Enugu Agidi 2,AN-13-07,0.889,needs_review,loaded
KN4201,Kano,Ungogo,Bachirawa,KN-42-01,1.000,exact,loaded
41410,Katsina,Funtua,Sabon Gari,KT-14-02,1.000,exact,loaded
LASIUI09,Lagos,Ibeju Lekki,Orimedu 2,LA-09-03,0.889,needs_review,loaded
JI0209,Jigawa,Babura,Kuzunzumi,JI-02-09,1.000,exact,loaded
40105,Katsina,Bakori,Guga,KT-01-10,1.000,exact,loaded
JI0604,Jigawa,Dutse,Duru,JI-06-04,1.000,exact,loaded
ANSKPP07,Anambra,Dunukofia,Ukpo 2,AN-08-06,0.833,needs_review,loaded
OSSINH06,Osun,Ife North,Ipetumodu 2,OS-15-06,0.909,fuzzy,loaded
KGSKPA07,Kogi,Ankpa,Enjema 2,KO-03-06,0.875,needs_review,loaded
OYSLAU08,Oyo,Lagelu,Olorunda 2,,0.400,no_ward,skipped_no_match
KGSJMU02,Kogi,Ijumu,Aiyetoro / Agirigbon 2,,0.710,no_ward,skipped_no_match
KGSKPA04,Kogi,Ankpa,Ankpa Suburb 2,KO-03-02,0.929,fuzzy,loaded
ODSAKS03,Ondo,Akure South,Gbogi 2,,0.571,no_ward,skipped_no_match
OSSEDE09,Osun,Egbedore,Iragberi 2,OS-09-05,0.857,needs_review,loaded
KN1702,Kano,Gezawa,Gawo,KN-17-02,1.000,exact,loaded
AKSKTS02,Akwa Ibom,Ikot Abasi,Ikpa N Ass 2,,0.690,no_ward,skipped_no_match
ODSANE06,Ondo,Akoko North East,Ilepa 2,ON-01-05,0.857,needs_review,loaded
ODSANE12,Ondo,Akoko North East,Orun-Un 2,,0.625,no_ward,skipped_no_match
ODSANE08,Ondo,Akoko North East,Isowopo 2,ON-01-07,0.889,needs_review,loaded
TRSBBB02,Taraba,Ibi,Dampar 2,TA-06-01,0.875,needs_review,loaded
OSSIWO09,Osun,Iwo,Molete 2,OS-23-05,0.875,needs_review,loaded
ANSACA02,Anambra,Awka North,Achalla 2,AN-06-01,0.889,needs_review,loaded
ODSESO02,Ondo,Ese Odo,Apoi 2,ON-07-01,0.833,needs_review,loaded
41609,Katsina,Jibia,Mazanya,,0.667,no_ward,skipped_no_match
OSSILA06,Osun,Ila,Isedo 2,OS-17-04,0.857,needs_review,loaded
ANSABN02,Anambra,Njikoka,Abagana 2,AN-13-03,0.889,needs_review,loaded
ANSABN16,Anambra,Njikoka,Nimo 2,AN-13-15,0.833,needs_review,loaded
OYSATA08,Oyo,Atiba,Asipa 2,OY-03-08,0.800,needs_review,loaded
12402,Borno,Maiduguri,Bolori 2,BO-21-01,0.744,needs_review,skipped_low_confidence
OSSIET08,Osun,Ife East,Okerewe 2,OS-13-04,0.889,needs_review,loaded
KGSKNA08,Kogi,Dekina,Odu 2,KO-05-04,0.800,needs_review,loaded
OYSLAU03,Oyo,Lagelu,Lalupon 2,OY-20-07,0.889,needs_review,loaded
ODSASW10,Ondo,Akoko South West,Oba 2,ON-04-14,0.800,needs_review,loaded
OYSLAU13,Oyo,Lagelu,Oyedeji 2,,0.552,no_ward,skipped_no_match
KN2204,Kano,Karaye,Kwanyawa,KN-22-05,1.000,exact,loaded
KWSKMA07,Kwara,Kaiama,Kaiama 2,KW-11-06,0.875,needs_review,loaded
ODSASW03,Ondo,Akoko South West,Akungba 2,ON-04-12,0.889,needs_review,loaded
KGSKFU11,Kogi,Ofu,Ugwolawo 2,KO-14-06,1.000,exact,loaded
KGSKKH08,Kogi,Okehi,Oboroke 2,KO-16-05,0.800,needs_review,loaded
LASIUI02,Lagos,Ibeju Lekki,Ibeju 2,LA-09-01,0.857,needs_review,loaded
LASIUI07,Lagos,Ibeju Lekki,Lekki 2,LA-09-08,0.857,needs_review,loaded
LASKSE02,Lagos,Kosofe,Agboyi 2,LA-13-08,0.875,needs_review,loaded
LASIUI05,Lagos,Ibeju Lekki,Iwerekun 2,LA-09-06,0.900,fuzzy,loaded
LASIUI12,Lagos,Ibeju Lekki,Siriwon /  Igbekodo 2,LA-09-10,0.944,fuzzy,loaded
LASEPE02,Lagos,Epe,Agbowa 2 / Ado,,0.667,no_ward,skipped_no_match
40205,Katsina,Batagarawa,Dabaibayawa,,0.737,no_ward,skipped_no_match
OSSIET02,Osun,Ife East,Ilode 2,OS-13-02,0.857,needs_review,loaded
OGSOGU12,Ogun,Odogbolu,Odugbolu 2,OG-17-04,0.800,needs_review,loaded
OGSIKA09,Ogun,Ipokia,Ipokia 2,OG-14-01,0.875,needs_review,loaded
OGSIKA11,Ogun,Ipokia,Mahun 2,,0.714,no_ward,skipped_no_match
OGSWSD09,Ogun,Ogun Waterside,Iwopin 2,OG-18-01,0.828,needs_review,loaded
OGSIUU03,Ogun,Ijebu East,Ife 2,,0.500,no_ward,skipped_no_match
OGSIKE02,Ogun,Ikenne,Ikenne 2,OG-12-01,0.875,needs_review,loaded
KN3407,Kano,Rogo,Rogo Sabon Gari,KN-34-07,1.000,exact,loaded
OGSIUU08,Ogun,Ijebu East,Imushin 2,,0.696,no_ward,skipped_no_match
RVSBNY03,Rivers,Bonny,Boward 3,,0.320,no_ward,skipped_no_match
OGSRMN05,Ogun,Remo North,Isara 2,,0.667,no_ward,skipped_no_match
OGSRMN09,Ogun,Remo North,Ode 2,OG-19-09,0.800,needs_review,loaded
OGSIUU06,Ogun,Ijebu East,Imobi 2,OG-08-09,0.857,needs_review,loaded
OGSIKE04,Ogun,Ikenne,Ilisan 2,OG-12-08,0.875,needs_review,loaded
OGSIKE06,Ogun,Ikenne,Iperu 2,OG-12-03,0.857,needs_review,loaded
OGSIKE10,Ogun,Ikenne,Ogere 2,OG-12-06,0.857,needs_review,loaded
61202,Sokoto,Rabah,Gandi 2,SO-12-06,0.857,needs_review,loaded
80509,Zamfara,Bungudu,Samawa,ZA-05-09,1.000,exact,loaded
ODSANE10,Ondo,Akoko North East,Iyometa 2,ON-01-09,0.889,needs_review,loaded
ODSASW15,Ondo,Akoko South West,Supare 2,ON-04-10,0.875,needs_review,loaded
NASNSW03,Nasarawa,Nasarawa,Ara 2,NA-09-11,0.800,needs_review,loaded
11410,Borno,Kaga,Mainok,BO-14-09,1.000,exact,loaded
NASKRV06,Nasarawa,Karu,Karshi 2,NA-04-03,0.875,needs_review,loaded
TRSBBB09,Taraba,Ibi,Sarkin Kudu 2,TA-06-08,0.923,fuzzy,loaded
TRSBBB05,Taraba,Ibi,Nwonyo 2,,0.700,no_ward,skipped_no_match
TRSBBB07,Taraba,Ibi,Rimi Uku 2,TA-06-06,0.750,needs_review,skipped_low_confidence
NASKEF05,Nasarawa,Keffi,Iya 2,,0.471,no_ward,skipped_no_match
KGSBJK02,Kogi,Omala,Abejukolo 2,KO-19-01,0.909,fuzzy,loaded
ENSBBG11,Enugu,Igbo-Eze-South,Iheaka 2,,0.583,no_ward,skipped_no_match
KWSLAF02,Kwara,Edu,Lafiagi 2,KW-03-01,0.889,needs_review,loaded
KWSKSB11,Kwara,Baruten,Yashikira 2,KW-02-11,0.900,fuzzy,loaded
KWSKMA04,Kwara,Kaiama,Gwanabe 2,KW-11-03,0.889,needs_review,loaded
KWSPTG02,Kwara,Pategi,Kpada 2,KW-16-05,0.714,needs_review,skipped_low_confidence
KWSPTG05,Kwara,Pategi,Lade 2,KW-16-08,0.694,needs_review,skipped_low_confidence
KWSLAF09,Kwara,Edu,Tsaragi 2,KW-03-05,0.889,needs_review,loaded
41003,Katsina,Daura,Madobi B,KT-10-11,1.000,exact,loaded
EKSIDO08,Ekiti,Ido-Osi,Ifaki 2,EK-08-03,0.857,needs_review,loaded
KWSSHA15,Kwara,Ifelodun,Share 2,KW-05-09,0.857,needs_review,loaded
KWSMUN02,Kwara,Irepodun,Ajase 2,,0.667,no_ward,skipped_no_match
KWSMUN11,Kwara,Irepodun,Oro 2,KW-09-09,0.800,needs_review,loaded
KWSLAF06,Kwara,Edu,Tsonga 2,KW-03-08,0.875,needs_review,loaded
KWSFUF02,Kwara,Ilorin South,Akanbi 2,KW-07-01,0.875,needs_review,loaded
KWSAFN13,Kwara,Asa,Okeweru / Yow 2,,0.467,no_ward,skipped_no_match
KWSSHA05,Kwara,Ifelodun,Igbaja 2,KW-05-14,0.875,needs_review,loaded
KWSSHA03,Kwara,Ifelodun,Idofian 2,KW-05-17,0.889,needs_review,loaded
KWSSHA09,Kwara,Ifelodun,Oke-Ode 2,KW-05-01,0.889,needs_review,loaded
PLSMGU06,Plateau,Mangu,Gindiri 2,PL-11-03,0.889,needs_review,loaded
EKSMBA06,Ekiti,Moba,Ikun 2,EK-15-08,0.833,needs_review,loaded
ENSENZ07,Enugu,Igbo-Eze North,Umuozzi 4,EN-08-11,0.889,needs_review,loaded
40311,Katsina,Batsari,Yau-Yau Malamawa,KT-03-05,0.938,fuzzy,loaded
KN2609,Kano,Kunchi,Shuwaki,KN-26-09,1.000,exact,loaded
43104,Katsina,Sabuwa,Gazari,KT-31-03,1.000,exact,loaded
41603,Katsina,Jibia,Faru,KT-16-07,1.000,exact,loaded
EKSMBA10,Ekiti,Moba,Otun 2,EK-15-01,0.833,needs_review,loaded
EKSIEN07,Ekiti,Ise/Orun,Oraye 2,EK-14-06,0.857,needs_review,loaded
EKSGBN03,Ekiti,Gbonyin,Aisegba 2,EK-07-07,0.889,needs_review,loaded
EKSGBN09,Ekiti,Gbonyin,Ode 2,EK-07-02,0.800,needs_review,loaded
ENSGBO07,Enugu,Igbo-Etiti,Aku 4,EN-07-01,0.800,needs_review,loaded
EKSIME07,Ekiti,Ilejemeje,Iludun 2,EK-12-08,0.875,needs_review,loaded
EKSEKW10,Ekiti,Ekiti South-West,Okebedo 2,,0.381,no_ward,skipped_no_match
EKSEWT02,Ekiti,Ekiti West,Aramoko 2,EK-04-01,0.889,needs_review,loaded
81103,Zamfara,Shinkafi,Badarawa,ZA-11-01,1.000,exact,loaded
11110,Borno,Gwoza,Kurunabasa Ngoshe Sama,BO-11-11,0.875,needs_review,loaded
EKSIDO06,Ekiti,Ido-Osi,Ido 2,EK-08-01,0.800,needs_review,loaded
ENSGBO16,Enugu,Igbo-Etiti,Ukehe 4,EN-07-16,0.857,needs_review,loaded
EKSIEN02,Ekiti,Ise/Orun,Erinwa 2,EK-14-04,0.875,needs_review,loaded
EKSIDO04,Ekiti,Ido-Osi,Ayetoro 2,EK-08-10,0.889,needs_review,loaded
EKSMBA04,Ekiti,Moba,Igogo 2,EK-15-04,0.857,needs_review,loaded
EKSOYE04,Ekiti,Oye,Ilupeju 2,EK-16-05,0.889,needs_review,loaded
EKSOYE12,Ekiti,Oye,Oye 2,EK-16-02,0.800,needs_review,loaded
EKSOYE06,Ekiti,Oye,Ire 2,EK-16-07,0.800,needs_review,loaded
EKSEKE10,Ekiti,Ekiti East,Kota Omuo 2,,0.588,no_ward,skipped_no_match
EKSEKE12,Ekiti,Ekiti East,Omuo Oke 2,EK-03-01,0.900,fuzzy,loaded
EKSEME05,Ekiti,Emure,Odo Emure 2,EK-06-01,0.909,fuzzy,loaded
EKSIEN10,Ekiti,Ise/Orun,Orun 2,EK-14-09,0.833,needs_review,loaded
JI1904,Jigawa,Kiyawa,Garko,JI-19-04,1.000,exact,loaded
KGSBAS02,Kogi,Bassa,Akuba 2,KO-04-01,0.857,needs_review,loaded
KGSAJK02,Kogi,Igalamela-Odolu,Ajaka 2,KO-08-07,0.857,needs_review,loaded
ANSAAH02,Anambra,Anambra East,Aguleri 2,AN-03-01,0.875,needs_review,loaded
ANSJJT10,Anambra,Idemili South,Oba 2,AN-11-10,0.800,needs_review,loaded
ABSUNC17,Abia,Umu-Nneochi,Umuaku 2,AB-17-02,0.857,needs_review,loaded
ANSNKK07,Anambra,Ayamelum,Omor 2,AN-02-06,0.833,needs_review,loaded
KN3509,Kano,Shanono,Shanono,KN-35-09,1.000,exact,loaded
ANSHTE15,Anambra,Oyi,Umanya 2,AN-21-14,0.750,needs_review,skipped_low_confidence
ANSHTE06,Anambra,Oyi,Nkwelle 2,,0.615,no_ward,skipped_no_match
11602,Borno,Konduga,Auno,,0.500,no_ward,skipped_no_match
ANSAAH14,Anambra,Anambra East,Umuleri 2,AN-03-14,0.842,needs_review,loaded
ANSHTE08,Anambra,Oyi,Nteje 2,AN-21-05,0.857,needs_review,loaded
ANSHTE13,Anambra,Oyi,Ogbuike 2,AN-21-12,0.842,needs_review,loaded
ANSAAH12,Anambra,Anambra East,Otuocha 2,AN-03-11,0.889,needs_review,loaded
ANSAAH07,Anambra,Anambra East,Nando 2,AN-03-06,0.857,needs_review,loaded
IMSWER04,Imo,Owerri Municipal,Azuzi 2,IM-25-05,0.857,needs_review,loaded
KN4102,Kano,Tudun Wada,Burun-Burun,KN-41-02,0.762,needs_review,skipped_low_confidence
ANSJJT06,Anambra,Idemili South,Nnobi 2,AN-11-06,0.857,needs_review,loaded
ABSKKE26,Abia,Ukwa West,Ozaa Ukwu 2,AB-14-09,0.900,fuzzy,loaded
IMSNGB06,Imo,Oru West,Mgbidi 3 and 4,,0.636,no_ward,skipped_no_match
ABSUMA03,Abia,Umuahia North,Afugiri 2,AB-15-10,0.875,needs_review,loaded
IMSNSA13,Imo,Njaba,Umuaka 2,IM-13-08,0.875,needs_review,loaded
